N,country,state,city,lat,lon,dist
1,Algeria,,Algiers,28.0000272,2.9999825,10784.13324
5,Argentina,,Buenos Aires,-34.6075616,-58.437076,10371.86094
1,Argentina,,Córdoba,-32.0967361,-63.7940923,9824.820165
1,Argentina,,La Plata,-34.9206797,-57.9537638,10427.79543
4,Argentina,,Mendoza,-34.78719615,-68.43807124,9763.313749
1,Argentina,,Pergamino,-33.8951226,-60.5663735,10177.2267
1,Argentina,,Salta,-25.1076701,-64.3494964,9218.726486
2,Armenia,,Gyumri,40.77974155,43.85042109,11210.28469
6,Armenia,,Yerevan,40.16431325,44.53173297,11288.22178
54,Australia,ACT,Canberra,-35.2975906,149.1012676,12177.48485
1,Australia,NSW,Birmingham Gardens,-32.8927778,151.69,11831.08122
8,Australia,NSW,Callaghan,-32.8892352,151.6998983,11830.09489
1,Australia,NSW,Kensington,-33.9117191,151.2195058,11930.70958
1,Australia,NSW,Lismore,-28.79363905,153.2670868,11446.30619
1,Australia,NSW,Mayfield West,-32.890084,151.7262824,11828.10993
3,Australia,NSW,Penrith,-33.7510792,150.6941684,11961.20039
5,Australia,NSW,Richmond,-33.6009721,150.7496405,11947.67244
41,Australia,NSW,Sydney,-33.8548157,151.2164539,11927.42331
1,Australia,NSW,Ultimo,-33.8794728,151.1984346,11930.33266
5,Australia,NSW,Wollongong,-34.4243941,150.89385,11987.27586
1,Australia,NT,Darwin,-12.46044,130.8410469,12321.37139
6,Australia,QLD,Brisbane,-27.4689682,153.0234991,11379.57538
1,Australia,QLD,Nathan,-27.548375,153.0474942,11382.82789
10,Australia,QLD,St Lucia,-27.4987362,153.0081642,11382.73994
8,Australia,SA,Adelaide,-34.9281805,138.5999312,12980.75659
1,Australia,SA,Bedford Park,-35.0233978,138.5698409,12988.22263
16,Australia,TAS,Hobart,-42.8825088,147.3281233,12741.98638
1,Australia,TAS,Kingston,-42.9749818,147.308221,12748.4039
1,Australia,TAS,Sandy Bay,-42.897129,147.3273528,12742.83207
2,Australia,VIC,Aspendale,-38.0219105,145.1024159,12639.97539
1,Australia,VIC,Carlton,-37.8004228,144.9684343,12637.89174
2,Australia,VIC,Clayton,-37.9173212,145.1304242,12632.03905
2,Australia,VIC,Hawthorn,-37.8355533,145.0552246,12633.22528
41,Australia,VIC,Melbourne,-37.8142176,144.9631608,12639.05946
27,Australia,VIC,Parkville,-37.7871148,144.9515533,12638.44077
2,Australia,WA,Crawley,-31.9786343,115.817227,14746.15959
17,Australia,WA,Perth,-31.9527121,115.8604796,14741.26076
1,Australia,WA,West Perth,-31.9486588,115.841571,14742.71708
14,Austria,,Graz,47.0708678,15.4382786,9730.793958
6,Austria,,Innsbruck,47.26951525,11.3971372,9543.08364
8,Austria,,Laxenburg,48.0686831,16.3561206,9672.946086
3,Austria,,Salzburg,47.7981346,13.0464806,9564.752492
1,Austria,,Tirol,47.223193,11.5261028,9552.894824
16,Austria,,Vienna,48.2083537,16.3725042,9660.342463
1,Bangladesh,,Chattogram,22.3307998,91.8412863,12468.41745
1,Bangladesh,,Chittagong,22.3307998,91.8412863,12468.41745
10,Bangladesh,,Dhaka,23.7593572,90.3788136,12399.10939
1,Barbados,,Bridgetown,13.0977832,-59.6184184,6740.747581
1,Belarus,,Minsk,53.902334,27.5618791,9461.978264
1,Belgium,,Antwerp,51.2211097,4.3997081,8884.764548
27,Belgium,,Brussels,50.8465573,4.351697,8914.466345
1,Belgium,,Geel,51.1610826,4.9903187,8916.373027
9,Belgium,,Gent,51.0538286,3.7250121,8868.387908
1,Belgium,,Heverlee,50.85172925,4.693130751,8929.475693
1,Belgium,,Ixelles,50.8331141,4.3668279,8916.296808
10,Belgium,,Leuven,50.879202,4.7011675,8927.492434
15,Belgium,,Liege,50.6451381,5.5734203,8986.754965
6,Belgium,,Louvain-la-Neuve,50.6682012,4.6128839,8941.512042
1,Belgium,,Mol,51.1840421,5.1155267,8919.994077
1,Belgium,,Ukkel,50.8035441,4.3338445,8917.316046
1,Benin,,Abomey-Calavi,6.4153695,2.306228363,12502.34526
1,Benin,,Cotonou,6.3676953,2.4252507,12515.35678
1,Bermuda,,St.George's,32.3817465,-64.6817359,5217.06353
1,Brazil,,Amazonas,-4.479925,-63.5185396,7651.787101
6,Brazil,,Asa Norte,-15.7627976,-47.883951,9758.481542
2,Brazil,,Bauru,-22.3218102,-49.0705863,10132.62799
1,Brazil,,Belem,-1.45056,-48.4682453,8699.724838
1,Brazil,,Belo Horizonte,-19.9227318,-43.9450948,10373.36405
7,Brazil,,Brasilia,-10.3333333,-53.2,8929.891334
1,Brazil,,Cacapava Do Sul,-30.5113286,-53.4916761,10399.56391
1,Brazil,,Cachoeira Paulista,-26.7927162,-49.5319984,10418.71002
6,Brazil,,Campinas,-22.90556,-47.06083,10332.31344
1,Brazil,,Campo Grande MS,-20.4640173,-54.6162947,9565.723514
1,Brazil,,Centro,-22.9043934,-43.1830653,10641.15721
5,Brazil,,Curitiba,-25.4295963,-49.2712724,10340.50359
1,Brazil,,Florianópolis,-27.5973002,-48.5496098,10550.60676
1,Brazil,,Fortaleza,-3.7304512,-38.5217989,9723.719135
1,Brazil,,João Pessoa,-7.1215981,-34.882028,10272.16456
1,Brazil,,Viçosa,-20.7455607,-42.9179701,10514.02205
1,Brazil,,Manaus,-3.1316333,-59.9825041,7840.851897
1,Brazil,,Minas Gerais,-18.5264844,-44.1588654,10258.82925
3,Brazil,,Natal,-5.805398,-35.2080905,10154.86158
9,Brazil,,Niteroi,-22.8832371,-43.1154552,10645.13964
4,Brazil,,Ouro Preto,-20.3851692,-43.5036344,10441.40177
1,Brazil,,Paulinia,-22.7630391,-47.1532213,10314.92967
3,Brazil,,Piracicaba,-22.72528,-47.64917,10273.14609
8,Brazil,,Porto Alegre,-30.0324999,-51.2303767,10527.18128
2,Brazil,,Presidente Prudente,-22.1225167,-51.3882528,9937.582631
2,Brazil,RN,Natal,-5.805398,-35.2080905,10154.86158
1,Brazil,RS,Santa Maria,-29.6860512,-53.8069214,10315.63563
13,Brazil,,Rio De Janeiro,-22.9110137,-43.2093727,10639.49757
1,Brazil,SP,Sorocaba,-23.501667,-47.458056,10343.3173
2,Brazil,,Santa Maria,-29.6860512,-53.8069214,10315.63563
1,Brazil,,Santarem,-2.438489,-54.699611,8234.238886
1,Brazil,,Santos,-23.960833,-46.333889,10464.03074
29,Brazil,,Sao Jose dos Campos,-23.1805011,-45.8872969,10444.47309
2,Brazil,,Sao Leopoldo,-29.7544405,-51.1516497,10512.67864
15,Brazil,,Sao Paulo,-23.5506507,-46.6333824,10411.58014
1,Brazil,,São Carlos,-22.0183367,-47.890932,10203.75023
8,Brazil,,São Leopoldo,-29.7544405,-51.1516497,10512.67864
23,Brazil,,São Paulo,-23.5506507,-46.6333824,10411.58014
3,Brazil,,Vicosa,-20.7538586,-42.8815888,10517.56013
1,Brazil,,Vitoria,-20.3200917,-40.3376682,10696.71518
1,Burkina Faso,,Ouagadougou,12.368148,-1.527085,11738.45997
1,Canada,AB,Athabasca,54.7740629,-112.9256435,2037.143929
61,Canada,AB,Calgary,51.02532675,-114.0498685,1628.438341
59,Canada,AB,Edmonton,53.535411,-113.507996,1895.949919
12,Canada,AB,Lethbridge,49.694285,-112.851562,1543.169858
2,Canada,,Antigonish,45.7035589,-61.8626826,4997.873759
1,Canada,BC,British Columbia,53.068471,-121.5153039,1717.963637
14,Canada,BC,Burnaby,49.2433804,-122.9725459,1291.969315
1,Canada,BC,Kamloops,50.6758269,-120.3394159,1459.472645
4,Canada,BC,Kelowna,49.889326,-119.498291,1382.333424
4,Canada,BC,Prince George,53.9128645,-122.7453699,1810.836552
